60001, Wesola, 62, flat, between 2011-2020, 194, SilverStone Constructions, 8, 1, 34
94999, Wspolna, 81, twin, between 2021-2024, 189, SilverStone Constructions, 3, 3, 22
95000, Brzozowa, 49, apartment, between 1900-1950, 196, GreenField Group, 3, 1, 72
95001, Sosnowa, 40, flat, between 1900-1950, 82, SilverStone Constructions, 6, 4, 173
95002, Krotka, 22, twin, between 2011-2020, 18, SilverStone Constructions, 2, 2, 81
95003, Kwiatowa, 42, house, between 1951-1980, 95, BlueSky Developers, 8, 5, 48
95004, Wiosenna, 94, house, between 1981-2000, 108, GoldenGate Builders, 5, 5, 22
95005, Spacerowa, 98, apartment, between 2001-2010, 170, GoldenGate Builders, 6, 6, 2
95006, Krotka, 77, flat, between 1900-1950, 30, GreenField Group, 7, 3, 201
95007, Reymonta, 44, flat, between 1951-1980, 109, SilverStone Constructions, 8, 7, 154
95008, Kwiatowa, 29, house, between 1951-1980, 75, BlueSky Developers, 7, 3, 191
95009, Kwiatowa, 55, twin, between 1900-1950, 23, GreenField Group, 2, 1, 259
95010, Reymonta, 85, flat, between 2001-2010, 88, GreenField Group, 7, 3, 267
95011, Mickiewicza, 63, house, between 2011-2020, 17, GoldenGate Builders, 7, 7, 135
95012, Konopna, 31, apartment, between 2011-2020, 25, SilverStone Constructions, 10, 5, 60
95013, Kolobrzeska, 21, twin, between 2021-2024, 151, GreenField Group, 1, 1, 69
95014, Cicha, 28, flat, between 1981-2000, 31, GoldenGate Builders, 9, 3, 193
95015, Kwiatowa, 57, flat, between 2001-2010, 92, BlueSky Developers, 7, 6, 149
95016, Spacerowa, 66, flat, between 1951-1980, 141, SilverStone Constructions, 7, 7, 204
95017, 3 Maja, 71, twin, between 1900-1950, 166, BlueSky Developers, 3, 2, 175
95018, Lesna, 55, flat, between 1981-2000, 121, GreenField Group, 7, 4, 77
95019, Sosnowa, 50, apartment, between 2001-2010, 118, GreenField Group, 4, 4, 30
95020, Sportowa, 74, twin, between 1900-1950, 40, GreenField Group, 1, 1, 284
95021, Kwiatowa, 45, flat, between 1951-1980, 197, BlueSky Developers, 7, 2, 106
95022, Rzeczna, 66, twin, between 1900-1950, 161, GreenField Group, 1, 1, 114
95023, Mickiewicza, 44, house, between 2021-2024, 165, GoldenGate Builders, 7, 7, 141
95024, Mickiewicza, 53, flat, between 2021-2024, 32, GreenField Group, 2, 2, 89
95025, Konopna, 49, house, between 1900-1950, 84, GoldenGate Builders, 4, 4, 227
95026, Chopina, 54, flat, between 1981-2000, 128, GoldenGate Builders, 6, 5, 3
95027, Cicha, 70, house, between 2011-2020, 57, SilverStone Constructions, 9, 7, 152
95028, Piastowska, 98, apartment, between 1981-2000, 40, GoldenGate Builders, 7, 3, 107
95029, Kwiatowa, 27, apartment, between 2001-2010, 68, SilverStone Constructions, 8, 7, 121
95030, Kwiatowa, 25, twin, between 2021-2024, 192, SilverStone Constructions, 3, 1, 48
95031, Kwiatowa, 100, house, between 1981-2000, 10, SilverStone Constructions, 3, 3, 300
95032, Kwiatowa, 72, house, between 2001-2010, 40, SilverStone Constructions, 1, 1, 277
95033, Krotka, 86, twin, between 2011-2020, 132, SilverStone Constructions, 3, 1, 48
95034, Slowackiego, 71, apartment, between 1981-2000, 39, BlueSky Developers, 2, 1, 7
95035, Krucza, 72, house, between 2011-2020, 31, SilverStone Constructions, 5, 3, 111
95036, Wiosenna, 42, house, between 2001-2010, 24, SilverStone Constructions, 1, 1, 68
95037, 3 Maja, 83, house, between 1951-1980, 43, SilverStone Constructions, 7, 3, 50
95038, Brzozowa, 80, house, between 2001-2010, 123, GoldenGate Builders, 2, 2, 3
95039, Mickiewicza, 95, flat, between 1900-1950, 25, GreenField Group, 3, 2, 111
95040, Topolowa, 52, house, between 1981-2000, 85, SilverStone Constructions, 7, 6, 99
95041, Spacerowa, 82, apartment, between 2011-2020, 106, SilverStone Constructions, 7, 1, 58
95042, 3 Maja, 53, twin, between 1981-2000, 135, GoldenGate Builders, 1, 1, 25
95043, Sportowa, 50, house, between 1951-1980, 134, BlueSky Developers, 3, 2, 131
95044, Chopina, 73, apartment, between 1981-2000, 186, GreenField Group, 5, 3, 67
95045, Plac Wolnosci, 83, apartment, between 2021-2024, 118, GoldenGate Builders, 4, 2, 148
95046, Cicha, 25, apartment, between 2001-2010, 126, GreenField Group, 8, 2, 277
95047, Kwiatowa, 21, apartment, between 1900-1950, 150, BlueSky Developers, 6, 3, 213
95048, Lesna, 85, flat, between 1900-1950, 200, GreenField Group, 2, 1, 234
95049, Kolobrzeska, 55, twin, between 1900-1950, 169, SilverStone Constructions, 3, 3, 7
95050, Sosnowa, 86, house, between 2011-2020, 29, GoldenGate Builders, 9, 8, 254
95051, Sienkiewicza, 91, twin, between 2021-2024, 20, GreenField Group, 1, 1, 246
95052, Zielona, 41, flat, between 2001-2010, 23, GreenField Group, 2, 2, 102
95053, Mickiewicza, 54, twin, between 1900-1950, 135, BlueSky Developers, 2, 2, 143
95054, Wiosenna, 20, twin, between 2021-2024, 155, GoldenGate Builders, 1, 1, 91
95055, Mickiewicza, 28, flat, between 1951-1980, 69, SilverStone Constructions, 7, 5, 178
95056, Sloneczna, 73, apartment, between 1981-2000, 66, SilverStone Constructions, 6, 4, 167
95057, Sosnowa, 51, house, between 2011-2020, 94, GoldenGate Builders, 1, 1, 17
95058, Krotka, 94, apartment, between 2001-2010, 57, GoldenGate Builders, 1, 1, 140
95059, Cicha, 48, flat, between 2001-2010, 189, GreenField Group, 3, 1, 13
95060, Mickiewicza, 63, twin, between 2021-2024, 146, GreenField Group, 3, 2, 63
95061, Wiosenna, 92, flat, between 2011-2020, 107, SilverStone Constructions, 2, 1, 96
95062, Ogrodowa, 61, flat, between 2021-2024, 118, GoldenGate Builders, 9, 3, 207
95063, Krotka, 76, twin, between 1981-2000, 125, SilverStone Constructions, 3, 1, 222
95064, Mickiewicza, 77, apartment, between 1981-2000, 19, SilverStone Constructions, 5, 1, 5
95065, Kwiatowa, 76, house, between 1951-1980, 118, BlueSky Developers, 3, 3, 71
95066, Mickiewicza, 29, flat, between 2001-2010, 35, SilverStone Constructions, 1, 1, 9
95067, Mickiewicza, 52, house, between 2001-2010, 79, GoldenGate Builders, 3, 3, 155
95068, Lesna, 38, flat, between 1900-1950, 46, GoldenGate Builders, 6, 2, 274
95069, Plac Wolnosci, 92, flat, between 1951-1980, 171, GoldenGate Builders, 1, 1, 228
95070, Mickiewicza, 27, flat, between 2011-2020, 161, SilverStone Constructions, 8, 3, 133
95071, Konopna, 28, apartment, between 2001-2010, 40, BlueSky Developers, 10, 1, 187
95072, Sloneczna, 65, twin, between 1900-1950, 45, GoldenGate Builders, 3, 3, 100
95073, Konopna, 53, twin, between 1951-1980, 57, SilverStone Constructions, 1, 1, 126
95074, Mickiewicza, 94, apartment, between 1900-1950, 9, BlueSky Developers, 7, 3, 271
95075, Piastowska, 56, house, between 2021-2024, 132, SilverStone Constructions, 4, 3, 81
95076, Sienkiewicza, 76, twin, between 2011-2020, 63, BlueSky Developers, 3, 3, 156
95077, Wspolna, 21, flat, between 2001-2010, 123, GreenField Group, 2, 2, 56
95078, Piastowska, 64, house, between 2011-2020, 34, SilverStone Constructions, 8, 1, 176
95079, Plac Wolnosci, 98, house, between 1981-2000, 35, GoldenGate Builders, 6, 2, 98
95080, Konopna, 74, twin, between 1900-1950, 134, SilverStone Constructions, 1, 1, 134
95081, Kwiatowa, 56, house, between 1951-1980, 52, GreenField Group, 10, 5, 6
95082, Mickiewicza, 54, apartment, between 1900-1950, 39, SilverStone Constructions, 6, 2, 188
95083, Krotka, 67, flat, between 2011-2020, 107, BlueSky Developers, 8, 6, 285
95084, Jagiellonska, 99, twin, between 1951-1980, 100, BlueSky Developers, 3, 3, 220
95085, Wiosenna, 48, house, between 2001-2010, 18, BlueSky Developers, 6, 5, 213
95086, Piastowska, 84, twin, between 2001-2010, 82, BlueSky Developers, 2, 1, 141
95087, Sienkiewicza, 91, house, between 2001-2010, 82, GoldenGate Builders, 7, 7, 151
95088, Jagiellonska, 46, flat, between 1981-2000, 76, BlueSky Developers, 7, 2, 165
95089, Kwiatowa, 97, house, between 1951-1980, 25, GreenField Group, 3, 1, 67
95090, Wiosenna, 97, apartment, between 1951-1980, 33, SilverStone Constructions, 7, 3, 58
95091, Mickiewicza, 54, house, between 2001-2010, 25, SilverStone Constructions, 10, 10, 182
95092, Mickiewicza, 99, twin, between 1951-1980, 12, SilverStone Constructions, 3, 2, 234
95093, Piekna, 60, house, between 1900-1950, 59, GoldenGate Builders, 4, 1, 27
95094, Slowackiego, 100, flat, between 2021-2024, 128, SilverStone Constructions, 3, 3, 117
95095, Brzozowa, 52, flat, between 1981-2000, 162, BlueSky Developers, 10, 10, 96
95096, Chopina, 30, twin, between 1951-1980, 163, SilverStone Constructions, 1, 1, 142
95097, Mickiewicza, 27, apartment, between 1981-2000, 174, GoldenGate Builders, 10, 5, 56
95098, Piekna, 99, apartment, between 2011-2020, 11, GoldenGate Builders, 3, 1, 297
95099, Kwiatowa, 55, apartment, between 2001-2010, 35, SilverStone Constructions, 3, 2, 289
95100, Krotka, 32, apartment, between 2021-2024, 11, BlueSky Developers, 7, 6, 62
95101, Mickiewicza, 63, flat, between 2001-2010, 146, BlueSky Developers, 6, 1, 12
95102, Kwiatowa, 43, twin, between 1900-1950, 107, GreenField Group, 1, 1, 159
95103, Ogrodowa, 21, apartment, between 1951-1980, 60, GreenField Group, 10, 7, 195
95104, Kwiatowa, 61, house, between 1900-1950, 141, GreenField Group, 9, 6, 115
95105, Kwiatowa, 76, house, between 2021-2024, 170, SilverStone Constructions, 2, 1, 117
95106, Rzeczna, 81, apartment, between 1951-1980, 53, SilverStone Constructions, 8, 6, 79
95107, Piekna, 69, twin, between 1981-2000, 62, GoldenGate Builders, 2, 1, 240
95108, Plac Wolnosci, 24, apartment, between 2021-2024, 39, BlueSky Developers, 4, 1, 76
95109, Sloneczna, 93, apartment, between 1900-1950, 129, GreenField Group, 6, 2, 237
95110, Sosnowa, 22, flat, between 1951-1980, 36, GreenField Group, 9, 1, 269
95111, Zielona, 36, house, between 2021-2024, 13, SilverStone Constructions, 7, 3, 226
95112, Akacjowa, 87, house, between 2001-2010, 136, BlueSky Developers, 3, 2, 230
95113, Piekna, 77, twin, between 1900-1950, 35, GreenField Group, 3, 3, 251
95114, Rzeczna, 53, flat, between 2011-2020, 111, SilverStone Constructions, 6, 5, 188
95115, Piastowska, 50, apartment, between 1981-2000, 44, GoldenGate Builders, 4, 4, 10
95116, Sosnowa, 81, house, between 1900-1950, 195, SilverStone Constructions, 10, 3, 16
95117, Wspolna, 59, apartment, between 1951-1980, 78, SilverStone Constructions, 6, 6, 89
95118, Piekna, 42, apartment, between 2001-2010, 168, BlueSky Developers, 6, 5, 284
95119, Brzozowa, 34, house, between 1981-2000, 121, GoldenGate Builders, 1, 1, 7
95120, Piastowska, 47, twin, between 1900-1950, 70, GreenField Group, 1, 1, 99
95121, Kwiatowa, 71, house, between 2011-2020, 65, BlueSky Developers, 9, 4, 245
95122, Plac Wolnosci, 22, house, between 1951-1980, 28, GreenField Group, 5, 1, 253
95123, Polna, 51, flat, between 1981-2000, 142, GoldenGate Builders, 6, 4, 269
95124, Mickiewicza, 66, twin, between 1981-2000, 21, GoldenGate Builders, 1, 1, 32
95125, Wesola, 44, twin, between 2001-2010, 11, GreenField Group, 3, 3, 46
95126, Krotka, 100, house, between 1981-2000, 20, GoldenGate Builders, 3, 2, 54
95127, Wiosenna, 25, twin, between 1951-1980, 2, GoldenGate Builders, 1, 1, 252
95128, Kwiatowa, 45, house, between 2021-2024, 139, BlueSky Developers, 10, 6, 144
95129, Piastowska, 46, house, between 2001-2010, 79, GoldenGate Builders, 4, 3, 215
95130, Polna, 77, twin, between 1951-1980, 182, GreenField Group, 3, 1, 210
95131, Piekna, 98, house, between 2011-2020, 172, GreenField Group, 9, 9, 61
95132, Brzozowa, 54, twin, between 2021-2024, 16, GreenField Group, 1, 1, 165
95133, Sportowa, 33, house, between 1951-1980, 51, GoldenGate Builders, 9, 5, 61
95134, Kolobrzeska, 23, house, between 2011-2020, 93, GoldenGate Builders, 5, 4, 184
95135, Wiosenna, 36, house, between 1951-1980, 37, GoldenGate Builders, 5, 1, 218
95136, Sloneczna, 26, apartment, between 1981-2000, 71, GoldenGate Builders, 6, 1, 217
95137, Zielona, 85, apartment, between 1900-1950, 33, BlueSky Developers, 2, 1, 167
95138, 3 Maja, 49, flat, between 2021-2024, 183, GoldenGate Builders, 8, 3, 169
95139, Chopina, 88, house, between 1900-1950, 152, SilverStone Constructions, 2, 1, 168
95140, Cicha, 94, twin, between 2001-2010, 40, BlueSky Developers, 1, 1, 219
95141, Sosnowa, 73, house, between 2011-2020, 39, SilverStone Constructions, 9, 1, 205
95142, Sloneczna, 73, house, between 2011-2020, 116, SilverStone Constructions, 3, 1, 175
95143, Spacerowa, 74, house, between 1951-1980, 108, BlueSky Developers, 3, 2, 84
95144, Sienkiewicza, 34, flat, between 1900-1950, 96, GreenField Group, 7, 2, 169
95145, Kwiatowa, 38, twin, between 1981-2000, 35, SilverStone Constructions, 1, 1, 23
95146, Krucza, 83, apartment, between 2001-2010, 15, GoldenGate Builders, 6, 2, 36
95147, Reymonta, 47, apartment, between 2011-2020, 62, BlueSky Developers, 5, 4, 207
95148, Mickiewicza, 64, house, between 2011-2020, 18, GreenField Group, 4, 1, 229
95149, Polna, 50, house, between 1981-2000, 126, GoldenGate Builders, 6, 4, 247
95150, Mickiewicza, 55, house, between 1981-2000, 41, GreenField Group, 7, 3, 249
95151, Rzeczna, 68, house, between 2021-2024, 16, SilverStone Constructions, 6, 5, 158
95152, Mickiewicza, 89, apartment, between 2011-2020, 164, BlueSky Developers, 1, 1, 185
95153, Piastowska, 46, apartment, between 2011-2020, 105, GoldenGate Builders, 5, 4, 269
95154, Mickiewicza, 75, twin, between 1900-1950, 147, BlueSky Developers, 3, 2, 145
95155, Polna, 20, apartment, between 1900-1950, 16, GoldenGate Builders, 1, 1, 67
95156, lakowa, 42, twin, between 2001-2010, 169, SilverStone Constructions, 3, 1, 109
95157, Parkowa, 76, flat, between 1981-2000, 162, GreenField Group, 4, 2, 280
95158, Plac Wolnosci, 90, flat, between 1981-2000, 27, SilverStone Constructions, 10, 8, 202
95159, Kwiatowa, 51, twin, between 1981-2000, 140, GreenField Group, 1, 1, 83
95160, Spacerowa, 79, house, between 1951-1980, 36, BlueSky Developers, 5, 1, 273
95161, Mickiewicza, 22, house, between 1981-2000, 26, GreenField Group, 5, 4, 5
95162, Polna, 34, apartment, between 1981-2000, 9, BlueSky Developers, 10, 7, 59
95163, Kwiatowa, 46, twin, between 2021-2024, 89, GreenField Group, 1, 1, 139
95164, Krotka, 27, house, between 1951-1980, 35, BlueSky Developers, 10, 1, 300
95165, Konopna, 68, flat, between 1900-1950, 198, GreenField Group, 2, 1, 165
95166, Chopina, 91, house, between 1981-2000, 63, GreenField Group, 7, 1, 70
95167, Kwiatowa, 30, twin, between 1900-1950, 106, GoldenGate Builders, 2, 2, 152
95168, Kwiatowa, 49, flat, between 1900-1950, 136, BlueSky Developers, 8, 4, 289
95169, Sloneczna, 98, flat, between 1951-1980, 26, BlueSky Developers, 10, 6, 18
95170, Rzeczna, 22, house, between 2011-2020, 183, GoldenGate Builders, 7, 2, 180
95171, Kwiatowa, 97, house, between 1951-1980, 20, GreenField Group, 10, 7, 300
95172, Ogrodowa, 76, flat, between 1981-2000, 65, BlueSky Developers, 6, 3, 4
95173, Piastowska, 49, twin, between 1900-1950, 63, GreenField Group, 2, 2, 77
95174, Mickiewicza, 74, house, between 1951-1980, 95, GreenField Group, 6, 2, 181
95175, Brzozowa, 69, house, between 1900-1950, 143, GreenField Group, 10, 9, 232
95176, Lesna, 41, twin, between 2011-2020, 70, GoldenGate Builders, 1, 1, 282
95177, Kwiatowa, 100, twin, between 1900-1950, 8, GreenField Group, 2, 1, 199
95178, Sosnowa, 96, flat, between 1981-2000, 70, SilverStone Constructions, 9, 4, 287
95179, Sloneczna, 49, apartment, between 2021-2024, 197, GoldenGate Builders, 5, 3, 13
95180, Mickiewicza, 98, house, between 2001-2010, 41, SilverStone Constructions, 4, 4, 267
95181, Krotka, 93, apartment, between 2021-2024, 138, BlueSky Developers, 10, 7, 158
95182, Mickiewicza, 59, house, between 1981-2000, 113, GreenField Group, 9, 6, 275
95183, Piastowska, 82, twin, between 2021-2024, 192, SilverStone Constructions, 3, 2, 265
95184, Mickiewicza, 39, apartment, between 2021-2024, 100, SilverStone Constructions, 5, 5, 216
95185, Lesna, 54, twin, between 2001-2010, 1, GoldenGate Builders, 2, 2, 293
95186, Mickiewicza, 47, apartment, between 1900-1950, 67, GreenField Group, 5, 1, 197
95187, Wiosenna, 68, flat, between 2021-2024, 25, SilverStone Constructions, 7, 5, 286
95188, Brzozowa, 59, twin, between 2001-2010, 132, GreenField Group, 3, 1, 104
95189, Aleja Lipowa, 73, apartment, between 2001-2010, 141, GoldenGate Builders, 4, 2, 98
95190, Piekna, 53, flat, between 2021-2024, 102, GoldenGate Builders, 6, 5, 69
95191, Kwiatowa, 22, house, between 1981-2000, 146, BlueSky Developers, 2, 1, 79
95192, Mickiewicza, 28, house, between 1951-1980, 135, SilverStone Constructions, 5, 3, 33
95193, Mickiewicza, 79, house, between 1981-2000, 54, SilverStone Constructions, 10, 7, 121
95194, Zielona, 76, apartment, between 2021-2024, 144, GreenField Group, 8, 7, 215
95195, Parkowa, 84, house, between 2021-2024, 26, SilverStone Constructions, 1, 1, 151
95196, Sienkiewicza, 83, house, between 1981-2000, 68, GoldenGate Builders, 1, 1, 71
95197, Cicha, 73, flat, between 1900-1950, 149, GreenField Group, 5, 5, 93
95198, Kwiatowa, 61, twin, between 2001-2010, 83, BlueSky Developers, 3, 1, 44
95199, Cicha, 33, house, between 1981-2000, 62, SilverStone Constructions, 7, 2, 265
95200, Krotka, 89, flat, between 1900-1950, 125, BlueSky Developers, 5, 1, 41
95201, Parkowa, 96, house, between 2001-2010, 97, GoldenGate Builders, 7, 3, 133
95202, Reymonta, 73, apartment, between 2011-2020, 58, SilverStone Constructions, 2, 1, 55
95203, Sloneczna, 20, flat, between 1951-1980, 119, SilverStone Constructions, 9, 8, 9
95204, Mickiewicza, 53, house, between 1900-1950, 38, GoldenGate Builders, 1, 1, 215
95205, Krotka, 80, twin, between 1981-2000, 109, BlueSky Developers, 2, 2, 62
95206, Mickiewicza, 54, apartment, between 1951-1980, 114, SilverStone Constructions, 10, 1, 199
95207, Zielona, 82, twin, between 1981-2000, 39, GoldenGate Builders, 3, 1, 63
95208, Mickiewicza, 23, apartment, between 1951-1980, 135, GreenField Group, 9, 9, 260
95209, Sloneczna, 52, house, between 2001-2010, 126, SilverStone Constructions, 1, 1, 143
95210, Mickiewicza, 87, apartment, between 2011-2020, 199, GreenField Group, 10, 1, 92
95211, Polna, 66, flat, between 1951-1980, 140, GreenField Group, 10, 9, 233
95212, Chopina, 33, flat, between 2001-2010, 88, BlueSky Developers, 4, 2, 268
95213, Piekna, 35, house, between 2011-2020, 200, BlueSky Developers, 4, 3, 298
95214, Wiosenna, 88, twin, between 2011-2020, 126, GoldenGate Builders, 2, 2, 166
95215, Reymonta, 65, house, between 1981-2000, 11, GreenField Group, 5, 4, 232
95216, Piekna, 80, flat, between 1900-1950, 155, SilverStone Constructions, 4, 4, 77
95217, Kolobrzeska, 78, apartment, between 1981-2000, 56, GreenField Group, 5, 4, 138
95218, Kwiatowa, 22, house, between 1900-1950, 134, SilverStone Constructions, 4, 1, 121
95219, Zielona, 53, flat, between 1900-1950, 183, GreenField Group, 7, 2, 189
95220, Piastowska, 67, house, between 1981-2000, 30, GoldenGate Builders, 7, 1, 123
95221, Topolowa, 58, house, between 2001-2010, 165, GreenField Group, 2, 2, 275
95222, Slowackiego, 80, flat, between 1981-2000, 2, GoldenGate Builders, 8, 5, 119
95223, Krotka, 53, house, between 1981-2000, 137, GreenField Group, 1, 1, 81
95224, Kwiatowa, 70, apartment, between 2011-2020, 90, GoldenGate Builders, 9, 1, 258
95225, Kwiatowa, 60, apartment, between 1900-1950, 194, BlueSky Developers, 3, 1, 82
95226, Wiosenna, 46, flat, between 1951-1980, 149, SilverStone Constructions, 6, 1, 247
